100

H 8.53113 1.05845 6.70225
H 9.21131 8.16387 3.65845
H 9.01847 4.23053 3.89353
H 8.51906 2.31802 5.45129
H 1.91801 7.49418 5.44468
H 6.74965 6.60498 7.1193
H 4.34528 0.0779693 9.97651
H 7.77598 3.19069 6.99699
H 7.20791 5.64608 5.29972
H 6.41319 1.51605 0.609584
H 8.55128 5.33172 4.96786
H 7.9321 4.53837 1.64493
H 8.07957 2.84323 8.09039
H 2.08087 0.355065 3.64054
H 4.96601 1.87583 0.345634
H 7.63413 5.81833 1.5433
H 8.05057 7.56938 3.44599
H 2.15672 8.26046 6.20344
H 7.96802 5.23841 7.11695
H 4.52954 3.74143 1.74613
H 0.064338 6.59938 6.35285
H 7.76857 1.87705 6.34363
H 0.580368 6.34685 7.07604
H 1.45109 1.52037 2.16782
H 3.89397 3.58674 5.4888
H 8.55834 8.1599 2.4476
H 2.11238 8.62246 9.60466
H 6.31272 0.584568 3.38154
H 2.32126 6.54494 5.40912
H 5.35525 2.54057 5.77239
H 2.59161 0.610283 5.79761
H 4.93421 6.57259 2.41318
H 0.199552 3.88108 5.47913
H 5.64256 0.97129 2.5349
H 0.865284 9.24814 3.95848
H 9.61218 0.103714 8.34665
H 0.674947 0.615528 4.07216
H 8.05125 6.24444 7.31453
H 6.18889 0.838109 5.99134
H 1.50118 5.33116 5.21447
H 3.99032 3.82493 6.79033
H 9.44011 4.9708 7.95865
H 0.638075 7.29606 0.684482
H 3.17922 9.81081 5.38122
H 1.22804 1.94957 4.48434
H 3.14936 2.8167 5.60424
100

H 5.67365 0.541947 0.739648
H 4.12147 2.42549 0.453853
H 8.24596 0.191726 6.3438
H 8.78591 0.349815 5.46559
H 8.91467 3.85553 2.60865
H 4.46862 2.69781 5.2826
H 5.78562 8.35587 5.24754
H 3.82574 4.93592 9.89038
H 3.17137 8.00384 0.651128
H 4.12675 0.0751038 6.29499
H 5.55136 0.23858 9.09752
H 7.87821 0.0171545 2.37974
H 1.35212 3.02992 0.48415
H 2.56548 5.15915 6.19194
H 8.02244 6.56809 0.0670394
H 2.34239 4.01846 3.69296
H 8.84578 2.5642 7.45447
H 0.97812 4.20088 3.22357
H 7.68189 8.23145 9.67531
H 4.42641 3.49389 8.69199
H 4.37578 4.61061 5.81696
H 2.22263 6.09514 1.41806
H 0.0880898 7.63123 6.53026
H 9.30079 0.304217 3.63476
H 9.95999 9.7515 6.36128
H 0.580229 6.08598 4.3933
H 5.15552 9.89265 7.40875
H 7.33656 1.28226 1.17986
H 4.85301 2.64788 7.99478
H 0.628319 3.75116 8.53268
H 5.62809 2.32739 0.851498
H 3.46864 3.91458 3.57902
H 3.20853 1.67026 8.9222
H 4.69219 0.0553449 1.38701
H 9.8336 8.90798 5.83074
H 9.67408 4.08591 8.30079
H 3.58309 6.99209 0.823474
H 4.58277 4.36886 2.97372
H 2.41591 2.5963 0.653498
H 3.38241 0.86921 3.43738
H 3.5872 6.36323 9.18026
H 6.13266 4.91492 9.62819
H 0.478865 7.81219 5.64278
H 2.61961 0.00760941 1.66215
H 1.23458 8.84867 3.1253
H 4.52634 3.09985 3.13063
H 0.548883 9.31753 1.59362
H 7.34067 6.71792 8.20486
H 4.06662 5.19941 5.15576
H 3.04409 4.2636 8.05897
H 2.45019 2.65402 1.91122
H 2.33639 0.850907 5.87523
H 4.37584 5.25902 4.2296
H 5.96535 6.22485 8.83544
H 8.54719 1.11989 6.73479
